label,cls,id,sample,original_duration,segments_20sec,segment_type,segment_number,duration,start_sec,stop_sec,original_path,comment,path,count,original_dir_cls
false (2),0,170,train,19,0,full_audio,0,19,0,19,calls\false\false (2).mp3,augs-- gen repeat mxy,dataset\train\false\false (2) id-170.mp3,23,false
false (2),0,174,train,19,0,full_audio,0,19,0,19,calls\false\false (2).mp3,augs-- gen repeat mny,dataset\train\false\false (2) id-174.mp3,23,false
false (2),0,178,train,19,0,full_audio,0,19,0,19,calls\false\false (2).mp3,augs-- gen repeat mx2y,dataset\train\false\false (2) id-178.mp3,23,false
false (21),0,182,train,23,2,segment,0,20,0,20,calls\false\false (21).mp3,augs-- gen high_hz,dataset\train\false\false (21) id-182.mp3,22,false
false (21),0,186,train,23,2,segment,0,20,0,20,calls\false\false (21).mp3,augs-- gen mny,dataset\train\false\false (21) id-186.mp3,22,false
false (21),0,190,train,23,2,segment,0,20,0,20,calls\false\false (21).mp3,augs-- gen slow_down,dataset\train\false\false (21) id-190.mp3,22,false
false (21),0,194,train,23,2,segment,0,20,0,20,calls\false\false (21).mp3,augs-- gen low_hz,dataset\train\false\false (21) id-194.mp3,22,false
false (21),0,198,train,23,2,segment,0,20,0,20,calls\false\false (21).mp3,augs-- gen slow_down,dataset\train\false\false (21) id-198.mp3,22,false
false (21),0,202,train,23,2,segment,0,20,0,20,calls\false\false (21).mp3,augs-- gen pink_noise,dataset\train\false\false (21) id-202.mp3,22,false
false (21),0,206,train,23,2,segment,0,20,0,20,calls\false\false (21).mp3,augs-- gen high_hz,dataset\train\false\false (21) id-206.mp3,22,false
false (21),0,210,train,23,2,segment,0,20,0,20,calls\false\false (21).mp3,augs-- gen pink_noise,dataset\train\false\false (21) id-210.mp3,22,false
false (21),0,214,train,23,2,segment,0,20,0,20,calls\false\false (21).mp3,augs-- gen low_hz,dataset\train\false\false (21) id-214.mp3,22,false
false (21),0,218,train,23,2,segment,0,20,0,20,calls\false\false (21).mp3,augs-- gen,dataset\train\false\false (21) id-218.mp3,22,false
false (21),0,222,train,23,2,segment,0,20,0,20,calls\false\false (21).mp3,augs-- gen slow_down,dataset\train\false\false (21) id-222.mp3,22,false
false (21),0,226,train,23,2,segment,0,20,0,20,calls\false\false (21).mp3,augs-- gen avg,dataset\train\false\false (21) id-226.mp3,22,false
false (21),0,230,train,23,2,segment,0,20,0,20,calls\false\false (21).mp3,augs-- gen echo,dataset\train\false\false (21) id-230.mp3,22,false
false (21),0,234,train,23,2,segment,0,20,0,20,calls\false\false (21).mp3,augs-- gen reverse,dataset\train\false\false (21) id-234.mp3,22,false
false (21),0,238,train,23,2,segment,0,20,0,20,calls\false\false (21).mp3,augs-- gen mx2y,dataset\train\false\false (21) id-238.mp3,22,false
false (21),0,242,train,23,2,segment,0,20,0,20,calls\false\false (21).mp3,augs-- gen relu,dataset\train\false\false (21) id-242.mp3,22,false
false (21),0,246,train,23,2,segment,0,20,0,20,calls\false\false (21).mp3,augs-- gen mny,dataset\train\false\false (21) id-246.mp3,22,false
false (21),0,250,train,23,2,segment,0,20,0,20,calls\false\false (21).mp3,augs-- gen pink_noise,dataset\train\false\false (21) id-250.mp3,22,false
false (21),0,254,train,23,2,segment,0,20,0,20,calls\false\false (21).mp3,augs-- gen mn2y,dataset\train\false\false (21) id-254.mp3,22,false
false (21),0,258,train,23,2,segment,0,20,0,20,calls\false\false (21).mp3,augs-- gen white_noise,dataset\train\false\false (21) id-258.mp3,22,false
false (21),0,262,train,23,2,segment,0,20,0,20,calls\false\false (21).mp3,augs-- gen pink_noise,dataset\train\false\false (21) id-262.mp3,22,false
false (21),0,266,train,23,2,segment,0,20,0,20,calls\false\false (21).mp3,augs-- gen relu,dataset\train\false\false (21) id-266.mp3,22,false
false (22),0,270,train,23,2,segment,0,20,0,20,calls\false\false (22).mp3,augs-- gen stft,dataset\train\false\false (22) id-270.mp3,23,false
false (22),0,274,train,23,2,segment,0,20,0,20,calls\false\false (22).mp3,augs-- gen avg,dataset\train\false\false (22) id-274.mp3,23,false
false (22),0,278,train,23,2,segment,0,20,0,20,calls\false\false (22).mp3,augs-- gen noised_echo,dataset\train\false\false (22) id-278.mp3,23,false
false (22),0,282,train,23,2,segment,0,20,0,20,calls\false\false (22).mp3,augs-- gen avg,dataset\train\false\false (22) id-282.mp3,23,false
false (22),0,286,train,23,2,segment,0,20,0,20,calls\false\false (22).mp3,augs-- gen,dataset\train\false\false (22) id-286.mp3,23,false
false (22),0,290,train,23,2,segment,0,20,0,20,calls\false\false (22).mp3,augs-- gen noised_echo,dataset\train\false\false (22) id-290.mp3,23,false
false (22),0,294,train,23,2,segment,0,20,0,20,calls\false\false (22).mp3,augs-- gen slow_down,dataset\train\false\false (22) id-294.mp3,23,false
false (22),0,298,train,23,2,segment,0,20,0,20,calls\false\false (22).mp3,augs-- gen white_noise,dataset\train\false\false (22) id-298.mp3,23,false
false (22),0,302,train,23,2,segment,0,20,0,20,calls\false\false (22).mp3,augs-- gen noised_echo,dataset\train\false\false (22) id-302.mp3,23,false
false (22),0,306,train,23,2,segment,0,20,0,20,calls\false\false (22).mp3,augs-- gen mxy,dataset\train\false\false (22) id-306.mp3,23,false
false (22),0,310,train,23,2,segment,0,20,0,20,calls\false\false (22).mp3,augs-- gen white_noise,dataset\train\false\false (22) id-310.mp3,23,false
false (22),0,314,train,23,2,segment,0,20,0,20,calls\false\false (22).mp3,augs-- gen low_hz,dataset\train\false\false (22) id-314.mp3,23,false
false (22),0,318,train,23,2,segment,0,20,0,20,calls\false\false (22).mp3,augs-- gen slow_down,dataset\train\false\false (22) id-318.mp3,23,false
false (22),0,322,train,23,2,segment,0,20,0,20,calls\false\false (22).mp3,augs-- gen mx2y,dataset\train\false\false (22) id-322.mp3,23,false
false (22),0,326,train,23,2,segment,0,20,0,20,calls\false\false (22).mp3,augs-- gen white_noise,dataset\train\false\false (22) id-326.mp3,23,false
false (22),0,330,train,23,2,segment,0,20,0,20,calls\false\false (22).mp3,augs-- gen white_noise,dataset\train\false\false (22) id-330.mp3,23,false
false (22),0,334,train,23,2,segment,0,20,0,20,calls\false\false (22).mp3,augs-- gen high_hz,dataset\train\false\false (22) id-334.mp3,23,false
false (22),0,338,train,23,2,segment,0,20,0,20,calls\false\false (22).mp3,augs-- gen echo,dataset\train\false\false (22) id-338.mp3,23,false
false (22),0,342,train,23,2,segment,0,20,0,20,calls\false\false (22).mp3,augs-- gen mny,dataset\train\false\false (22) id-342.mp3,23,false
false (22),0,346,train,23,2,segment,0,20,0,20,calls\false\false (22).mp3,augs-- gen echo,dataset\train\false\false (22) id-346.mp3,23,false
false (22),0,350,train,23,2,segment,0,20,0,20,calls\false\false (22).mp3,augs-- gen echo,dataset\train\false\false (22) id-350.mp3,23,false
false (22),0,354,train,23,2,segment,0,20,0,20,calls\false\false (22).mp3,augs-- gen reverse,dataset\train\false\false (22) id-354.mp3,23,false
false (22),0,358,train,23,2,segment,0,20,0,20,calls\false\false (22).mp3,augs-- gen reverse,dataset\train\false\false (22) id-358.mp3,23,false
false (24),0,362,train,46,4,segment,0,20,0,20,calls\false\false (24).mp3,augs-- gen,dataset\train\false\false (24) id-362.mp3,22,false
false (24),0,366,train,46,4,segment,0,20,0,20,calls\false\false (24).mp3,augs-- gen reverse,dataset\train\false\false (24) id-366.mp3,22,false
false (24),0,370,train,46,4,segment,0,20,0,20,calls\false\false (24).mp3,augs-- gen noised_echo,dataset\train\false\false (24) id-370.mp3,22,false
false (24),0,374,train,46,4,segment,0,20,0,20,calls\false\false (24).mp3,augs-- gen avg,dataset\train\false\false (24) id-374.mp3,22,false
false (24),0,378,train,46,4,segment,0,20,0,20,calls\false\false (24).mp3,augs-- gen white_noise,dataset\train\false\false (24) id-378.mp3,22,false
false (24),0,382,train,46,4,segment,0,20,0,20,calls\false\false (24).mp3,augs-- gen mxy,dataset\train\false\false (24) id-382.mp3,22,false
false (24),0,386,train,46,4,segment,0,20,0,20,calls\false\false (24).mp3,augs-- gen mxy,dataset\train\false\false (24) id-386.mp3,22,false
false (24),0,390,train,46,4,segment,0,20,0,20,calls\false\false (24).mp3,augs-- gen relu,dataset\train\false\false (24) id-390.mp3,22,false
false (24),0,394,train,46,4,segment,0,20,0,20,calls\false\false (24).mp3,augs-- gen noised_echo,dataset\train\false\false (24) id-394.mp3,22,false
false (24),0,398,train,46,4,segment,0,20,0,20,calls\false\false (24).mp3,augs-- gen,dataset\train\false\false (24) id-398.mp3,22,false
false (24),0,402,train,46,4,segment,0,20,0,20,calls\false\false (24).mp3,augs-- gen mn2y,dataset\train\false\false (24) id-402.mp3,22,false
false (24),0,406,train,46,4,segment,0,20,0,20,calls\false\false (24).mp3,augs-- gen white_noise,dataset\train\false\false (24) id-406.mp3,22,false
false (24),0,410,train,46,4,segment,0,20,0,20,calls\false\false (24).mp3,augs-- gen pink_noise,dataset\train\false\false (24) id-410.mp3,22,false
false (24),0,414,train,46,4,segment,0,20,0,20,calls\false\false (24).mp3,augs-- gen slow_down,dataset\train\false\false (24) id-414.mp3,22,false
false (24),0,418,train,46,4,segment,0,20,0,20,calls\false\false (24).mp3,augs-- gen pink_noise,dataset\train\false\false (24) id-418.mp3,22,false
false (24),0,422,train,46,4,segment,0,20,0,20,calls\false\false (24).mp3,augs-- gen pink_noise,dataset\train\false\false (24) id-422.mp3,22,false
false (24),0,426,train,46,4,segment,0,20,0,20,calls\false\false (24).mp3,augs-- gen,dataset\train\false\false (24) id-426.mp3,22,false
false (24),0,430,train,46,4,segment,0,20,0,20,calls\false\false (24).mp3,augs-- gen echo,dataset\train\false\false (24) id-430.mp3,22,false
false (24),0,434,train,46,4,segment,0,20,0,20,calls\false\false (24).mp3,augs-- gen avg,dataset\train\false\false (24) id-434.mp3,22,false
false (24),0,438,train,46,4,segment,0,20,0,20,calls\false\false (24).mp3,augs-- gen white_noise,dataset\train\false\false (24) id-438.mp3,22,false
false (24),0,442,train,46,4,segment,0,20,0,20,calls\false\false (24).mp3,augs-- gen mxy,dataset\train\false\false (24) id-442.mp3,22,false
false (24),0,446,train,46,4,segment,0,20,0,20,calls\false\false (24).mp3,augs-- gen stft,dataset\train\false\false (24) id-446.mp3,22,false
false (6),0,810,train,16,0,full_audio,0,16,0,16,calls\false\false (6).mp3,augs-- gen repeat relu,dataset\train\false\false (6) id-810.mp3,23,false
false (6),0,814,train,16,0,full_audio,0,16,0,16,calls\false\false (6).mp3,augs-- gen repeat echo,dataset\train\false\false (6) id-814.mp3,23,false
false (6),0,818,train,16,0,full_audio,0,16,0,16,calls\false\false (6).mp3,augs-- gen repeat white_noise,dataset\train\false\false (6) id-818.mp3,23,false
false (6),0,822,train,16,0,full_audio,0,16,0,16,calls\false\false (6).mp3,augs-- gen repeat relu,dataset\train\false\false (6) id-822.mp3,23,false
false (6),0,826,train,16,0,full_audio,0,16,0,16,calls\false\false (6).mp3,augs-- gen repeat high_hz,dataset\train\false\false (6) id-826.mp3,23,false
false (6),0,830,train,16,0,full_audio,0,16,0,16,calls\false\false (6).mp3,augs-- gen repeat slow_down,dataset\train\false\false (6) id-830.mp3,23,false
false (6),0,834,train,16,0,full_audio,0,16,0,16,calls\false\false (6).mp3,augs-- gen repeat avg,dataset\train\false\false (6) id-834.mp3,23,false
false (6),0,838,train,16,0,full_audio,0,16,0,16,calls\false\false (6).mp3,augs-- gen repeat,dataset\train\false\false (6) id-838.mp3,23,false
false (6),0,842,train,16,0,full_audio,0,16,0,16,calls\false\false (6).mp3,augs-- gen repeat mn2y,dataset\train\false\false (6) id-842.mp3,23,false
false (6),0,846,train,16,0,full_audio,0,16,0,16,calls\false\false (6).mp3,augs-- gen repeat low_hz,dataset\train\false\false (6) id-846.mp3,23,false
false (6),0,850,train,16,0,full_audio,0,16,0,16,calls\false\false (6).mp3,augs-- gen repeat stft,dataset\train\false\false (6) id-850.mp3,23,false
false (6),0,854,train,16,0,full_audio,0,16,0,16,calls\false\false (6).mp3,augs-- gen repeat echo,dataset\train\false\false (6) id-854.mp3,23,false
false (6),0,858,train,16,0,full_audio,0,16,0,16,calls\false\false (6).mp3,augs-- gen repeat pink_noise,dataset\train\false\false (6) id-858.mp3,23,false
false (6),0,862,train,16,0,full_audio,0,16,0,16,calls\false\false (6).mp3,augs-- gen repeat reverse,dataset\train\false\false (6) id-862.mp3,23,false
false (6),0,866,train,16,0,full_audio,0,16,0,16,calls\false\false (6).mp3,augs-- gen repeat mn2y,dataset\train\false\false (6) id-866.mp3,23,false
false (6),0,870,train,16,0,full_audio,0,16,0,16,calls\false\false (6).mp3,augs-- gen repeat white_noise,dataset\train\false\false (6) id-870.mp3,23,false
false (6),0,874,train,16,0,full_audio,0,16,0,16,calls\false\false (6).mp3,augs-- gen repeat mxy,dataset\train\false\false (6) id-874.mp3,23,false
false (6),0,878,train,16,0,full_audio,0,16,0,16,calls\false\false (6).mp3,augs-- gen repeat relu,dataset\train\false\false (6) id-878.mp3,23,false
false (6),0,882,train,16,0,full_audio,0,16,0,16,calls\false\false (6).mp3,augs-- gen repeat mny,dataset\train\false\false (6) id-882.mp3,23,false
false (6),0,886,train,16,0,full_audio,0,16,0,16,calls\false\false (6).mp3,augs-- gen repeat mny,dataset\train\false\false (6) id-886.mp3,23,false
false (6),0,890,train,16,0,full_audio,0,16,0,16,calls\false\false (6).mp3,augs-- gen repeat relu,dataset\train\false\false (6) id-890.mp3,23,false
false (6),0,894,train,16,0,full_audio,0,16,0,16,calls\false\false (6).mp3,augs-- gen repeat echo,dataset\train\false\false (6) id-894.mp3,23,false
false (6),0,898,train,16,0,full_audio,0,16,0,16,calls\false\false (6).mp3,augs-- gen repeat high_hz,dataset\train\false\false (6) id-898.mp3,23,false
false (7),0,902,train,21,2,segment,0,20,0,20,calls\false\false (7).mp3,augs-- gen mny,dataset\train\false\false (7) id-902.mp3,22,false
false (7),0,906,train,21,2,segment,0,20,0,20,calls\false\false (7).mp3,augs-- gen avg,dataset\train\false\false (7) id-906.mp3,22,false
false (7),0,910,train,21,2,segment,0,20,0,20,calls\false\false (7).mp3,augs-- gen low_hz,dataset\train\false\false (7) id-910.mp3,22,false
false (7),0,914,train,21,2,segment,0,20,0,20,calls\false\false (7).mp3,augs-- gen noised_echo,dataset\train\false\false (7) id-914.mp3,22,false
false (7),0,918,train,21,2,segment,0,20,0,20,calls\false\false (7).mp3,augs-- gen slow_down,dataset\train\false\false (7) id-918.mp3,22,false
false (7),0,922,train,21,2,segment,0,20,0,20,calls\false\false (7).mp3,augs-- gen avg,dataset\train\false\false (7) id-922.mp3,22,false
false (7),0,926,train,21,2,segment,0,20,0,20,calls\false\false (7).mp3,augs-- gen mxy,dataset\train\false\false (7) id-926.mp3,22,false
false (7),0,930,train,21,2,segment,0,20,0,20,calls\false\false (7).mp3,augs-- gen high_hz,dataset\train\false\false (7) id-930.mp3,22,false
false (7),0,934,train,21,2,segment,0,20,0,20,calls\false\false (7).mp3,augs-- gen mxy,dataset\train\false\false (7) id-934.mp3,22,false
false (7),0,938,train,21,2,segment,0,20,0,20,calls\false\false (7).mp3,augs-- gen reverse,dataset\train\false\false (7) id-938.mp3,22,false
false (7),0,942,train,21,2,segment,0,20,0,20,calls\false\false (7).mp3,augs-- gen pink_noise,dataset\train\false\false (7) id-942.mp3,22,false
false (7),0,946,train,21,2,segment,0,20,0,20,calls\false\false (7).mp3,augs-- gen avg,dataset\train\false\false (7) id-946.mp3,22,false
false (7),0,950,train,21,2,segment,0,20,0,20,calls\false\false (7).mp3,augs-- gen,dataset\train\false\false (7) id-950.mp3,22,false
false (7),0,954,train,21,2,segment,0,20,0,20,calls\false\false (7).mp3,augs-- gen pink_noise,dataset\train\false\false (7) id-954.mp3,22,false
false (7),0,958,train,21,2,segment,0,20,0,20,calls\false\false (7).mp3,augs-- gen mxy,dataset\train\false\false (7) id-958.mp3,22,false
false (7),0,962,train,21,2,segment,0,20,0,20,calls\false\false (7).mp3,augs-- gen mny,dataset\train\false\false (7) id-962.mp3,22,false
false (7),0,966,train,21,2,segment,0,20,0,20,calls\false\false (7).mp3,augs-- gen mx2y,dataset\train\false\false (7) id-966.mp3,22,false
false (7),0,970,train,21,2,segment,0,20,0,20,calls\false\false (7).mp3,augs-- gen pink_noise,dataset\train\false\false (7) id-970.mp3,22,false
false (7),0,974,train,21,2,segment,0,20,0,20,calls\false\false (7).mp3,augs-- gen,dataset\train\false\false (7) id-974.mp3,22,false
false (7),0,978,train,21,2,segment,0,20,0,20,calls\false\false (7).mp3,augs-- gen reverse,dataset\train\false\false (7) id-978.mp3,22,false
false (7),0,982,train,21,2,segment,0,20,0,20,calls\false\false (7).mp3,augs-- gen mx2y,dataset\train\false\false (7) id-982.mp3,22,false
false (7),0,986,train,21,2,segment,0,20,0,20,calls\false\false (7).mp3,augs-- gen mny,dataset\train\false\false (7) id-986.mp3,22,false
FalseSilent (80),0,1350,train,23,2,segment,0,20,0,20,CallsDataset\Ложь_тишин\FalseSilent (80).mp3,augs-- gen noised_echo,dataset\train\false\FalseSilent (80) id-1350.mp3,23,Ложь_тишин
FalseSilent (80),0,1354,train,23,2,segment,0,20,0,20,CallsDataset\Ложь_тишин\FalseSilent (80).mp3,augs-- gen,dataset\train\false\FalseSilent (80) id-1354.mp3,23,Ложь_тишин
FalseSilent (80),0,1358,train,23,2,segment,0,20,0,20,CallsDataset\Ложь_тишин\FalseSilent (80).mp3,augs-- gen pink_noise,dataset\train\false\FalseSilent (80) id-1358.mp3,23,Ложь_тишин
FalseSilent (80),0,1362,train,23,2,segment,0,20,0,20,CallsDataset\Ложь_тишин\FalseSilent (80).mp3,augs-- gen high_hz,dataset\train\false\FalseSilent (80) id-1362.mp3,23,Ложь_тишин
FalseSilent (80),0,1366,train,23,2,segment,0,20,0,20,CallsDataset\Ложь_тишин\FalseSilent (80).mp3,augs-- gen pink_noise,dataset\train\false\FalseSilent (80) id-1366.mp3,23,Ложь_тишин
FalseSilent (80),0,1370,train,23,2,segment,0,20,0,20,CallsDataset\Ложь_тишин\FalseSilent (80).mp3,augs-- gen white_noise,dataset\train\false\FalseSilent (80) id-1370.mp3,23,Ложь_тишин
FalseSilent (80),0,1374,train,23,2,segment,0,20,0,20,CallsDataset\Ложь_тишин\FalseSilent (80).mp3,augs-- gen echo,dataset\train\false\FalseSilent (80) id-1374.mp3,23,Ложь_тишин
FalseSilent (80),0,1378,train,23,2,segment,0,20,0,20,CallsDataset\Ложь_тишин\FalseSilent (80).mp3,augs-- gen white_noise,dataset\train\false\FalseSilent (80) id-1378.mp3,23,Ложь_тишин
FalseSilent (80),0,1382,train,23,2,segment,0,20,0,20,CallsDataset\Ложь_тишин\FalseSilent (80).mp3,augs-- gen white_noise,dataset\train\false\FalseSilent (80) id-1382.mp3,23,Ложь_тишин
FalseSilent (80),0,1386,train,23,2,segment,0,20,0,20,CallsDataset\Ложь_тишин\FalseSilent (80).mp3,augs-- gen mx2y,dataset\train\false\FalseSilent (80) id-1386.mp3,23,Ложь_тишин
FalseSilent (80),0,1390,train,23,2,segment,0,20,0,20,CallsDataset\Ложь_тишин\FalseSilent (80).mp3,augs-- gen noised_echo,dataset\train\false\FalseSilent (80) id-1390.mp3,23,Ложь_тишин
FalseSilent (80),0,1394,train,23,2,segment,0,20,0,20,CallsDataset\Ложь_тишин\FalseSilent (80).mp3,augs-- gen mx2y,dataset\train\false\FalseSilent (80) id-1394.mp3,23,Ложь_тишин
FalseSilent (80),0,1398,train,23,2,segment,0,20,0,20,CallsDataset\Ложь_тишин\FalseSilent (80).mp3,augs-- gen noised_echo,dataset\train\false\FalseSilent (80) id-1398.mp3,23,Ложь_тишин
FalseSilent (80),0,1402,train,23,2,segment,0,20,0,20,CallsDataset\Ложь_тишин\FalseSilent (80).mp3,augs-- gen,dataset\train\false\FalseSilent (80) id-1402.mp3,23,Ложь_тишин
FalseSilent (80),0,1406,train,23,2,segment,0,20,0,20,CallsDataset\Ложь_тишин\FalseSilent (80).mp3,augs-- gen white_noise,dataset\train\false\FalseSilent (80) id-1406.mp3,23,Ложь_тишин
FalseSilent (80),0,1410,train,23,2,segment,0,20,0,20,CallsDataset\Ложь_тишин\FalseSilent (80).mp3,augs-- gen pink_noise,dataset\train\false\FalseSilent (80) id-1410.mp3,23,Ложь_тишин
FalseSilent (80),0,1414,train,23,2,segment,0,20,0,20,CallsDataset\Ложь_тишин\FalseSilent (80).mp3,augs-- gen avg,dataset\train\false\FalseSilent (80) id-1414.mp3,23,Ложь_тишин
FalseSilent (80),0,1418,train,23,2,segment,0,20,0,20,CallsDataset\Ложь_тишин\FalseSilent (80).mp3,augs-- gen mxy,dataset\train\false\FalseSilent (80) id-1418.mp3,23,Ложь_тишин
FalseSilent (80),0,1422,train,23,2,segment,0,20,0,20,CallsDataset\Ложь_тишин\FalseSilent (80).mp3,augs-- gen avg,dataset\train\false\FalseSilent (80) id-1422.mp3,23,Ложь_тишин
FalseSilent (80),0,1426,train,23,2,segment,0,20,0,20,CallsDataset\Ложь_тишин\FalseSilent (80).mp3,augs-- gen mn2y,dataset\train\false\FalseSilent (80) id-1426.mp3,23,Ложь_тишин
FalseSilent (80),0,1430,train,23,2,segment,0,20,0,20,CallsDataset\Ложь_тишин\FalseSilent (80).mp3,augs-- gen,dataset\train\false\FalseSilent (80) id-1430.mp3,23,Ложь_тишин
FalseSilent (80),0,1434,train,23,2,segment,0,20,0,20,CallsDataset\Ложь_тишин\FalseSilent (80).mp3,augs-- gen relu,dataset\train\false\FalseSilent (80) id-1434.mp3,23,Ложь_тишин
FalseSilent (80),0,1438,train,23,2,segment,0,20,0,20,CallsDataset\Ложь_тишин\FalseSilent (80).mp3,augs-- gen stft,dataset\train\false\FalseSilent (80) id-1438.mp3,23,Ложь_тишин
FalseSilent (94),0,1442,train,25,2,segment,0,20,0,20,CallsDataset\Ложь_тишин\FalseSilent (94).mp3,augs-- gen low_hz,dataset\train\false\FalseSilent (94) id-1442.mp3,22,Ложь_тишин
FalseSilent (94),0,1446,train,25,2,segment,0,20,0,20,CallsDataset\Ложь_тишин\FalseSilent (94).mp3,augs-- gen slow_down,dataset\train\false\FalseSilent (94) id-1446.mp3,22,Ложь_тишин
FalseSilent (94),0,1450,train,25,2,segment,0,20,0,20,CallsDataset\Ложь_тишин\FalseSilent (94).mp3,augs-- gen,dataset\train\false\FalseSilent (94) id-1450.mp3,22,Ложь_тишин
FalseSilent (94),0,1454,train,25,2,segment,0,20,0,20,CallsDataset\Ложь_тишин\FalseSilent (94).mp3,augs-- gen echo,dataset\train\false\FalseSilent (94) id-1454.mp3,22,Ложь_тишин
FalseSilent (94),0,1458,train,25,2,segment,0,20,0,20,CallsDataset\Ложь_тишин\FalseSilent (94).mp3,augs-- gen,dataset\train\false\FalseSilent (94) id-1458.mp3,22,Ложь_тишин
FalseSilent (94),0,1462,train,25,2,segment,0,20,0,20,CallsDataset\Ложь_тишин\FalseSilent (94).mp3,augs-- gen high_hz,dataset\train\false\FalseSilent (94) id-1462.mp3,22,Ложь_тишин
FalseSilent (94),0,1466,train,25,2,segment,0,20,0,20,CallsDataset\Ложь_тишин\FalseSilent (94).mp3,augs-- gen noised_echo,dataset\train\false\FalseSilent (94) id-1466.mp3,22,Ложь_тишин
FalseSilent (94),0,1470,train,25,2,segment,0,20,0,20,CallsDataset\Ложь_тишин\FalseSilent (94).mp3,augs-- gen stft,dataset\train\false\FalseSilent (94) id-1470.mp3,22,Ложь_тишин
FalseSilent (94),0,1474,train,25,2,segment,0,20,0,20,CallsDataset\Ложь_тишин\FalseSilent (94).mp3,augs-- gen mx2y,dataset\train\false\FalseSilent (94) id-1474.mp3,22,Ложь_тишин
FalseSilent (94),0,1478,train,25,2,segment,0,20,0,20,CallsDataset\Ложь_тишин\FalseSilent (94).mp3,augs-- gen mny,dataset\train\false\FalseSilent (94) id-1478.mp3,22,Ложь_тишин
FalseSilent (94),0,1482,train,25,2,segment,0,20,0,20,CallsDataset\Ложь_тишин\FalseSilent (94).mp3,augs-- gen mny,dataset\train\false\FalseSilent (94) id-1482.mp3,22,Ложь_тишин
FalseSilent (94),0,1486,train,25,2,segment,0,20,0,20,CallsDataset\Ложь_тишин\FalseSilent (94).mp3,augs-- gen low_hz,dataset\train\false\FalseSilent (94) id-1486.mp3,22,Ложь_тишин
FalseSilent (94),0,1490,train,25,2,segment,0,20,0,20,CallsDataset\Ложь_тишин\FalseSilent (94).mp3,augs-- gen mn2y,dataset\train\false\FalseSilent (94) id-1490.mp3,22,Ложь_тишин
