,label,cls,id,sample,original_duration,segments_6sec,segment_type,segment_number,duration,start_sec,stop_sec,original_path,comment,path,count,original_dir_cls
17,false (11),0,32,train,14,4,segment,0,6,0,6,calls\false\false (11).mp3,augs-- gen mny mxy echo pink_noise,dataset\train\false\false (11) id-32.mp3,6,false
18,false (11),0,34,train,14,4,segment,0,6,0,6,calls\false\false (11).mp3,augs-- gen white_noise pink_noise,dataset\train\false\false (11) id-34.mp3,6,false
19,false (12),0,36,train,6,2,segment,0,6,0,6,calls\false\false (12).mp3,augs-- ,dataset\train\false\false (12) id-36.mp3,7,false
20,false (12),0,37,train,6,2,segment,0,6,0,6,calls\false\false (12).mp3,augs-- gen relu pink_noise,dataset\train\false\false (12) id-37.mp3,7,false
21,false (12),0,39,train,6,2,segment,0,6,0,6,calls\false\false (12).mp3,augs-- gen mn2y avg,dataset\train\false\false (12) id-39.mp3,7,false
22,false (12),0,41,train,6,2,segment,0,6,0,6,calls\false\false (12).mp3,augs-- gen white_noise relu avg,dataset\train\false\false (12) id-41.mp3,7,false
23,false (12),0,43,train,6,2,segment,0,6,0,6,calls\false\false (12).mp3,augs-- gen white_noise mny reverse pink_noise,dataset\train\false\false (12) id-43.mp3,7,false
24,false (12),0,45,train,6,2,segment,0,6,0,6,calls\false\false (12).mp3,augs-- gen white_noise mny mx2y noised_echo pink_noise,dataset\train\false\false (12) id-45.mp3,7,false
25,false (12),0,47,train,6,2,segment,0,6,0,6,calls\false\false (12).mp3,augs-- gen white_noise mny slow_down,dataset\train\false\false (12) id-47.mp3,7,false
26,false (13),0,48,val,3,0,full_audio,0,3,0,3,calls\false\false (13).mp3,augs-- ,dataset\val\false\false (13) id-48.mp3,6,false
27,false (13),0,50,val,3,0,full_audio,0,3,0,3,calls\false\false (13).mp3,augs-- gen repeat white_noise relu avg noised_echo,dataset\val\false\false (13) id-50.mp3,6,false
28,false (13),0,52,val,3,0,full_audio,0,3,0,3,calls\false\false (13).mp3,augs-- gen repeat white_noise relu mx2y noised_echo,dataset\val\false\false (13) id-52.mp3,6,false
29,false (13),0,54,val,3,0,full_audio,0,3,0,3,calls\false\false (13).mp3,augs-- gen repeat white_noise mn2y slow_down echo pink_noise,dataset\val\false\false (13) id-54.mp3,6,false
30,false (13),0,56,val,3,0,full_audio,0,3,0,3,calls\false\false (13).mp3,augs-- gen repeat white_noise mny pink_noise,dataset\val\false\false (13) id-56.mp3,6,false
31,false (13),0,58,val,3,0,full_audio,0,3,0,3,calls\false\false (13).mp3,augs-- gen repeat white_noise mn2y mxy echo,dataset\val\false\false (13) id-58.mp3,6,false
32,false (14),0,60,train,6,2,segment,0,6,0,6,calls\false\false (14).mp3,augs-- ,dataset\train\false\false (14) id-60.mp3,6,false
33,false (14),0,62,train,6,2,segment,0,6,0,6,calls\false\false (14).mp3,augs-- gen white_noise mny noised_echo,dataset\train\false\false (14) id-62.mp3,6,false
34,false (14),0,64,train,6,2,segment,0,6,0,6,calls\false\false (14).mp3,augs-- gen white_noise mn2y mxy,dataset\train\false\false (14) id-64.mp3,6,false
35,false (14),0,66,train,6,2,segment,0,6,0,6,calls\false\false (14).mp3,augs-- gen mn2y mxy slow_down reverse,dataset\train\false\false (14) id-66.mp3,6,false
36,false (14),0,68,train,6,2,segment,0,6,0,6,calls\false\false (14).mp3,augs-- gen white_noise mn2y mxy reverse,dataset\train\false\false (14) id-68.mp3,6,false
37,false (14),0,70,train,6,2,segment,0,6,0,6,calls\false\false (14).mp3,augs-- gen mny mxy pink_noise,dataset\train\false\false (14) id-70.mp3,6,false
38,false (15),0,72,val,18,6,segment,0,6,0,6,calls\false\false (15).mp3,augs-- ,dataset\val\false\false (15) id-72.mp3,7,false
39,false (15),0,73,val,18,6,segment,0,6,0,6,calls\false\false (15).mp3,augs-- gen relu mxy noised_echo reverse pink_noise,dataset\val\false\false (15) id-73.mp3,7,false
40,false (15),0,75,val,18,6,segment,0,6,0,6,calls\false\false (15).mp3,augs-- gen mn2y pink_noise,dataset\val\false\false (15) id-75.mp3,7,false
41,false (15),0,77,val,18,6,segment,0,6,0,6,calls\false\false (15).mp3,augs-- gen white_noise mny mxy slow_down echo,dataset\val\false\false (15) id-77.mp3,7,false
42,false (15),0,79,val,18,6,segment,0,6,0,6,calls\false\false (15).mp3,augs-- gen white_noise relu mx2y echo pink_noise,dataset\val\false\false (15) id-79.mp3,7,false
43,false (15),0,81,val,18,6,segment,0,6,0,6,calls\false\false (15).mp3,augs-- gen white_noise relu noised_echo pink_noise,dataset\val\false\false (15) id-81.mp3,7,false
44,false (15),0,83,val,18,6,segment,0,6,0,6,calls\false\false (15).mp3,augs-- gen white_noise,dataset\val\false\false (15) id-83.mp3,7,false
45,false (15),0,84,val,18,6,segment,4,6,12,18,calls\false\false (15).mp3,augs-- ,dataset\val\false\false (15) id-84.mp3,6,false
46,false (15),0,86,val,18,6,segment,4,6,12,18,calls\false\false (15).mp3,augs-- gen white_noise mny mxy pink_noise,dataset\val\false\false (15) id-86.mp3,6,false
47,false (15),0,88,val,18,6,segment,4,6,12,18,calls\false\false (15).mp3,augs-- gen white_noise,dataset\val\false\false (15) id-88.mp3,6,false
48,false (15),0,90,val,18,6,segment,4,6,12,18,calls\false\false (15).mp3,augs-- gen white_noise mn2y slow_down pink_noise,dataset\val\false\false (15) id-90.mp3,6,false
49,false (15),0,92,val,18,6,segment,4,6,12,18,calls\false\false (15).mp3,augs-- gen relu mx2y reverse pink_noise,dataset\val\false\false (15) id-92.mp3,6,false
50,false (15),0,94,val,18,6,segment,4,6,12,18,calls\false\false (15).mp3,augs-- gen mn2y mxy avg noised_echo pink_noise,dataset\val\false\false (15) id-94.mp3,6,false
51,false (16),0,96,train,4,0,full_audio,0,4,0,4,calls\false\false (16).mp3,augs-- ,dataset\train\false\false (16) id-96.mp3,7,false
52,false (16),0,97,train,4,0,full_audio,0,4,0,4,calls\false\false (16).mp3,augs-- gen repeat white_noise relu mxy avg echo,dataset\train\false\false (16) id-97.mp3,7,false
53,false (16),0,99,train,4,0,full_audio,0,4,0,4,calls\false\false (16).mp3,augs-- gen repeat white_noise mxy avg echo,dataset\train\false\false (16) id-99.mp3,7,false
54,false (16),0,101,train,4,0,full_audio,0,4,0,4,calls\false\false (16).mp3,augs-- gen repeat white_noise avg reverse pink_noise,dataset\train\false\false (16) id-101.mp3,7,false
55,false (16),0,103,train,4,0,full_audio,0,4,0,4,calls\false\false (16).mp3,augs-- gen repeat white_noise mn2y mx2y echo pink_noise,dataset\train\false\false (16) id-103.mp3,7,false
56,false (16),0,105,train,4,0,full_audio,0,4,0,4,calls\false\false (16).mp3,augs-- gen repeat white_noise avg slow_down echo pink_noise,dataset\train\false\false (16) id-105.mp3,7,false
57,false (16),0,107,train,4,0,full_audio,0,4,0,4,calls\false\false (16).mp3,augs-- gen repeat white_noise reverse pink_noise,dataset\train\false\false (16) id-107.mp3,7,false
58,false (17),0,108,train,4,0,full_audio,0,4,0,4,calls\false\false (17).mp3,augs-- ,dataset\train\false\false (17) id-108.mp3,6,false
59,false (17),0,110,train,4,0,full_audio,0,4,0,4,calls\false\false (17).mp3,augs-- gen repeat white_noise mny mxy reverse,dataset\train\false\false (17) id-110.mp3,6,false
60,false (17),0,112,train,4,0,full_audio,0,4,0,4,calls\false\false (17).mp3,augs-- gen repeat mny mxy avg noised_echo pink_noise,dataset\train\false\false (17) id-112.mp3,6,false
61,false (17),0,114,train,4,0,full_audio,0,4,0,4,calls\false\false (17).mp3,augs-- gen repeat white_noise mn2y mx2y,dataset\train\false\false (17) id-114.mp3,6,false
62,false (17),0,116,train,4,0,full_audio,0,4,0,4,calls\false\false (17).mp3,augs-- gen repeat white_noise mx2y slow_down,dataset\train\false\false (17) id-116.mp3,6,false
63,false (17),0,118,train,4,0,full_audio,0,4,0,4,calls\false\false (17).mp3,augs-- gen repeat mny mx2y slow_down,dataset\train\false\false (17) id-118.mp3,6,false
64,false (18),0,120,train,8,2,segment,0,6,0,6,calls\false\false (18).mp3,augs-- ,dataset\train\false\false (18) id-120.mp3,7,false
65,false (18),0,121,train,8,2,segment,0,6,0,6,calls\false\false (18).mp3,augs-- gen mny pink_noise,dataset\train\false\false (18) id-121.mp3,7,false
66,false (18),0,123,train,8,2,segment,0,6,0,6,calls\false\false (18).mp3,augs-- gen relu echo pink_noise,dataset\train\false\false (18) id-123.mp3,7,false
67,false (18),0,125,train,8,2,segment,0,6,0,6,calls\false\false (18).mp3,augs-- gen white_noise relu noised_echo pink_noise,dataset\train\false\false (18) id-125.mp3,7,false
68,false (18),0,127,train,8,2,segment,0,6,0,6,calls\false\false (18).mp3,augs-- gen white_noise mn2y avg pink_noise,dataset\train\false\false (18) id-127.mp3,7,false
69,false (18),0,129,train,8,2,segment,0,6,0,6,calls\false\false (18).mp3,augs-- gen mn2y slow_down echo reverse pink_noise,dataset\train\false\false (18) id-129.mp3,7,false
70,false (18),0,131,train,8,2,segment,0,6,0,6,calls\false\false (18).mp3,augs-- gen white_noise relu mx2y echo pink_noise,dataset\train\false\false (18) id-131.mp3,7,false
71,false (19),0,132,train,5,0,full_audio,0,5,0,5,calls\false\false (19).mp3,augs-- ,dataset\train\false\false (19) id-132.mp3,6,false
72,false (19),0,134,train,5,0,full_audio,0,5,0,5,calls\false\false (19).mp3,augs-- gen repeat relu mx2y avg echo reverse,dataset\train\false\false (19) id-134.mp3,6,false
73,false (19),0,136,train,5,0,full_audio,0,5,0,5,calls\false\false (19).mp3,augs-- gen repeat white_noise relu avg pink_noise,dataset\train\false\false (19) id-136.mp3,6,false
74,false (19),0,138,train,5,0,full_audio,0,5,0,5,calls\false\false (19).mp3,augs-- gen repeat relu slow_down echo,dataset\train\false\false (19) id-138.mp3,6,false
75,false (19),0,140,train,5,0,full_audio,0,5,0,5,calls\false\false (19).mp3,augs-- gen repeat mny mx2y avg echo reverse,dataset\train\false\false (19) id-140.mp3,6,false
76,false (19),0,142,train,5,0,full_audio,0,5,0,5,calls\false\false (19).mp3,augs-- gen repeat white_noise mn2y mxy echo pink_noise,dataset\train\false\false (19) id-142.mp3,6,false
77,false (2),0,144,train,19,6,segment,0,6,0,6,calls\false\false (2).mp3,augs-- ,dataset\train\false\false (2) id-144.mp3,7,false
78,false (2),0,145,train,19,6,segment,0,6,0,6,calls\false\false (2).mp3,augs-- gen echo,dataset\train\false\false (2) id-145.mp3,7,false
79,false (2),0,147,train,19,6,segment,0,6,0,6,calls\false\false (2).mp3,augs-- gen white_noise mn2y avg noised_echo reverse,dataset\train\false\false (2) id-147.mp3,7,false
80,false (2),0,149,train,19,6,segment,0,6,0,6,calls\false\false (2).mp3,augs-- gen white_noise mx2y slow_down echo,dataset\train\false\false (2) id-149.mp3,7,false
81,false (2),0,151,train,19,6,segment,0,6,0,6,calls\false\false (2).mp3,augs-- gen mn2y mx2y pink_noise,dataset\train\false\false (2) id-151.mp3,7,false
82,false (2),0,153,train,19,6,segment,0,6,0,6,calls\false\false (2).mp3,augs-- gen mn2y avg noised_echo pink_noise,dataset\train\false\false (2) id-153.mp3,7,false
83,false (2),0,155,train,19,6,segment,0,6,0,6,calls\false\false (2).mp3,augs-- gen white_noise relu mxy noised_echo,dataset\train\false\false (2) id-155.mp3,7,false
84,false (2),0,156,train,19,6,segment,4,6,12,18,calls\false\false (2).mp3,augs-- ,dataset\train\false\false (2) id-156.mp3,6,false
85,false (2),0,158,train,19,6,segment,4,6,12,18,calls\false\false (2).mp3,augs-- gen white_noise avg echo pink_noise,dataset\train\false\false (2) id-158.mp3,6,false
86,false (2),0,160,train,19,6,segment,4,6,12,18,calls\false\false (2).mp3,augs-- gen relu mxy,dataset\train\false\false (2) id-160.mp3,6,false
87,false (2),0,162,train,19,6,segment,4,6,12,18,calls\false\false (2).mp3,augs-- gen relu mxy slow_down echo pink_noise,dataset\train\false\false (2) id-162.mp3,6,false
88,false (2),0,164,train,19,6,segment,4,6,12,18,calls\false\false (2).mp3,augs-- gen mx2y slow_down pink_noise,dataset\train\false\false (2) id-164.mp3,6,false
89,false (2),0,166,train,19,6,segment,4,6,12,18,calls\false\false (2).mp3,augs-- gen mny mxy avg slow_down noised_echo,dataset\train\false\false (2) id-166.mp3,6,false
90,false (20),0,168,train,11,2,segment,0,6,0,6,calls\false\false (20).mp3,augs-- ,dataset\train\false\false (20) id-168.mp3,7,false
91,false (20),0,169,train,11,2,segment,0,6,0,6,calls\false\false (20).mp3,augs-- gen white_noise mn2y echo,dataset\train\false\false (20) id-169.mp3,7,false
92,false (20),0,171,train,11,2,segment,0,6,0,6,calls\false\false (20).mp3,augs-- gen relu noised_echo pink_noise,dataset\train\false\false (20) id-171.mp3,7,false
93,false (20),0,173,train,11,2,segment,0,6,0,6,calls\false\false (20).mp3,augs-- gen white_noise relu mxy,dataset\train\false\false (20) id-173.mp3,7,false
94,false (20),0,175,train,11,2,segment,0,6,0,6,calls\false\false (20).mp3,augs-- gen white_noise relu mx2y pink_noise,dataset\train\false\false (20) id-175.mp3,7,false
95,false (20),0,177,train,11,2,segment,0,6,0,6,calls\false\false (20).mp3,augs-- gen white_noise mn2y mx2y,dataset\train\false\false (20) id-177.mp3,7,false
96,false (20),0,179,train,11,2,segment,0,6,0,6,calls\false\false (20).mp3,augs-- gen white_noise mn2y mx2y avg noised_echo pink_noise,dataset\train\false\false (20) id-179.mp3,7,false
97,false (21),0,180,train,23,6,segment,0,6,0,6,calls\false\false (21).mp3,augs-- ,dataset\train\false\false (21) id-180.mp3,6,false
98,false (21),0,182,train,23,6,segment,0,6,0,6,calls\false\false (21).mp3,augs-- gen white_noise mny mxy reverse,dataset\train\false\false (21) id-182.mp3,6,false
99,false (21),0,184,train,23,6,segment,0,6,0,6,calls\false\false (21).mp3,augs-- gen mny echo reverse pink_noise,dataset\train\false\false (21) id-184.mp3,6,false
100,false (21),0,186,train,23,6,segment,0,6,0,6,calls\false\false (21).mp3,augs-- gen mn2y,dataset\train\false\false (21) id-186.mp3,6,false
101,false (21),0,188,train,23,6,segment,0,6,0,6,calls\false\false (21).mp3,augs-- gen mn2y mxy avg noised_echo,dataset\train\false\false (21) id-188.mp3,6,false
102,false (21),0,190,train,23,6,segment,0,6,0,6,calls\false\false (21).mp3,augs-- gen echo pink_noise,dataset\train\false\false (21) id-190.mp3,6,false
103,false (21),0,192,train,23,6,segment,4,6,12,18,calls\false\false (21).mp3,augs-- ,dataset\train\false\false (21) id-192.mp3,7,false
104,false (21),0,193,train,23,6,segment,4,6,12,18,calls\false\false (21).mp3,augs-- gen relu avg echo pink_noise,dataset\train\false\false (21) id-193.mp3,7,false
105,false (21),0,195,train,23,6,segment,4,6,12,18,calls\false\false (21).mp3,augs-- gen relu mxy pink_noise,dataset\train\false\false (21) id-195.mp3,7,false
106,false (21),0,197,train,23,6,segment,4,6,12,18,calls\false\false (21).mp3,augs-- gen mn2y mxy pink_noise,dataset\train\false\false (21) id-197.mp3,7,false
107,false (21),0,199,train,23,6,segment,4,6,12,18,calls\false\false (21).mp3,augs-- gen white_noise mn2y mx2y pink_noise,dataset\train\false\false (21) id-199.mp3,7,false
108,false (21),0,201,train,23,6,segment,4,6,12,18,calls\false\false (21).mp3,augs-- gen white_noise avg noised_echo,dataset\train\false\false (21) id-201.mp3,7,false
109,false (21),0,203,train,23,6,segment,4,6,12,18,calls\false\false (21).mp3,augs-- gen mn2y mxy,dataset\train\false\false (21) id-203.mp3,7,false
110,false (22),0,204,train,23,6,segment,0,6,0,6,calls\false\false (22).mp3,augs-- ,dataset\train\false\false (22) id-204.mp3,6,false
111,false (22),0,206,train,23,6,segment,0,6,0,6,calls\false\false (22).mp3,augs-- gen mn2y echo,dataset\train\false\false (22) id-206.mp3,6,false
112,false (22),0,208,train,23,6,segment,0,6,0,6,calls\false\false (22).mp3,augs-- gen relu mxy avg echo,dataset\train\false\false (22) id-208.mp3,6,false
113,false (22),0,210,train,23,6,segment,0,6,0,6,calls\false\false (22).mp3,augs-- gen echo pink_noise,dataset\train\false\false (22) id-210.mp3,6,false
114,false (22),0,212,train,23,6,segment,0,6,0,6,calls\false\false (22).mp3,augs-- gen white_noise mn2y noised_echo pink_noise,dataset\train\false\false (22) id-212.mp3,6,false
115,false (22),0,214,train,23,6,segment,0,6,0,6,calls\false\false (22).mp3,augs-- gen white_noise relu avg,dataset\train\false\false (22) id-214.mp3,6,false
116,false (22),0,216,train,23,6,segment,4,6,12,18,calls\false\false (22).mp3,augs-- ,dataset\train\false\false (22) id-216.mp3,7,false
117,false (22),0,217,train,23,6,segment,4,6,12,18,calls\false\false (22).mp3,augs-- gen mny mxy avg noised_echo,dataset\train\false\false (22) id-217.mp3,7,false
118,false (22),0,219,train,23,6,segment,4,6,12,18,calls\false\false (22).mp3,augs-- gen white_noise relu pink_noise,dataset\train\false\false (22) id-219.mp3,7,false
119,false (22),0,221,train,23,6,segment,4,6,12,18,calls\false\false (22).mp3,augs-- gen mn2y,dataset\train\false\false (22) id-221.mp3,7,false
120,false (22),0,223,train,23,6,segment,4,6,12,18,calls\false\false (22).mp3,augs-- gen mny pink_noise,dataset\train\false\false (22) id-223.mp3,7,false
121,false (22),0,225,train,23,6,segment,4,6,12,18,calls\false\false (22).mp3,augs-- gen mny mxy slow_down noised_echo pink_noise,dataset\train\false\false (22) id-225.mp3,7,false
122,false (22),0,227,train,23,6,segment,4,6,12,18,calls\false\false (22).mp3,augs-- gen mxy echo,dataset\train\false\false (22) id-227.mp3,7,false
123,false (23),0,228,train,6,2,segment,0,6,0,6,calls\false\false (23).mp3,augs-- ,dataset\train\false\false (23) id-228.mp3,6,false
124,false (23),0,230,train,6,2,segment,0,6,0,6,calls\false\false (23).mp3,augs-- gen mxy avg,dataset\train\false\false (23) id-230.mp3,6,false
125,false (23),0,232,train,6,2,segment,0,6,0,6,calls\false\false (23).mp3,augs-- gen white_noise mny noised_echo,dataset\train\false\false (23) id-232.mp3,6,false
126,false (23),0,234,train,6,2,segment,0,6,0,6,calls\false\false (23).mp3,augs-- gen white_noise mny avg echo pink_noise,dataset\train\false\false (23) id-234.mp3,6,false
127,false (23),0,236,train,6,2,segment,0,6,0,6,calls\false\false (23).mp3,augs-- gen mxy noised_echo,dataset\train\false\false (23) id-236.mp3,6,false
128,false (23),0,238,train,6,2,segment,0,6,0,6,calls\false\false (23).mp3,augs-- gen white_noise mny avg noised_echo pink_noise,dataset\train\false\false (23) id-238.mp3,6,false
129,false (24),0,240,train,46,14,segment,0,6,0,6,calls\false\false (24).mp3,augs-- ,dataset\train\false\false (24) id-240.mp3,7,false
130,false (24),0,241,train,46,14,segment,0,6,0,6,calls\false\false (24).mp3,augs-- gen avg echo pink_noise,dataset\train\false\false (24) id-241.mp3,7,false
131,false (24),0,243,train,46,14,segment,0,6,0,6,calls\false\false (24).mp3,augs-- gen white_noise relu mx2y avg noised_echo reverse pink_noise,dataset\train\false\false (24) id-243.mp3,7,false
132,false (24),0,245,train,46,14,segment,0,6,0,6,calls\false\false (24).mp3,augs-- gen mny noised_echo pink_noise,dataset\train\false\false (24) id-245.mp3,7,false
133,false (24),0,247,train,46,14,segment,0,6,0,6,calls\false\false (24).mp3,augs-- gen mn2y pink_noise,dataset\train\false\false (24) id-247.mp3,7,false
134,false (24),0,249,train,46,14,segment,0,6,0,6,calls\false\false (24).mp3,augs-- gen white_noise relu mxy avg,dataset\train\false\false (24) id-249.mp3,7,false
135,false (24),0,251,train,46,14,segment,0,6,0,6,calls\false\false (24).mp3,augs-- gen mny avg echo,dataset\train\false\false (24) id-251.mp3,7,false
136,false (24),0,252,train,46,14,segment,4,6,12,18,calls\false\false (24).mp3,augs-- ,dataset\train\false\false (24) id-252.mp3,6,false
137,false (24),0,254,train,46,14,segment,4,6,12,18,calls\false\false (24).mp3,augs-- gen white_noise mny mx2y pink_noise,dataset\train\false\false (24) id-254.mp3,6,false
138,false (24),0,256,train,46,14,segment,4,6,12,18,calls\false\false (24).mp3,augs-- gen mn2y avg noised_echo pink_noise,dataset\train\false\false (24) id-256.mp3,6,false
139,false (24),0,258,train,46,14,segment,4,6,12,18,calls\false\false (24).mp3,augs-- gen relu mxy echo pink_noise,dataset\train\false\false (24) id-258.mp3,6,false
140,false (24),0,260,train,46,14,segment,4,6,12,18,calls\false\false (24).mp3,augs-- gen white_noise mny mxy slow_down,dataset\train\false\false (24) id-260.mp3,6,false
141,false (24),0,262,train,46,14,segment,4,6,12,18,calls\false\false (24).mp3,augs-- gen echo,dataset\train\false\false (24) id-262.mp3,6,false
142,false (24),0,264,train,46,14,segment,8,6,24,30,calls\false\false (24).mp3,augs-- ,dataset\train\false\false (24) id-264.mp3,7,false
143,false (24),0,265,train,46,14,segment,8,6,24,30,calls\false\false (24).mp3,augs-- gen white_noise mn2y mxy echo,dataset\train\false\false (24) id-265.mp3,7,false
144,false (24),0,267,train,46,14,segment,8,6,24,30,calls\false\false (24).mp3,augs-- gen mxy avg,dataset\train\false\false (24) id-267.mp3,7,false
145,false (24),0,269,train,46,14,segment,8,6,24,30,calls\false\false (24).mp3,augs-- gen relu mxy,dataset\train\false\false (24) id-269.mp3,7,false
146,false (24),0,271,train,46,14,segment,8,6,24,30,calls\false\false (24).mp3,augs-- gen white_noise mny mxy pink_noise,dataset\train\false\false (24) id-271.mp3,7,false
147,false (24),0,273,train,46,14,segment,8,6,24,30,calls\false\false (24).mp3,augs-- gen white_noise,dataset\train\false\false (24) id-273.mp3,7,false
148,false (24),0,275,train,46,14,segment,8,6,24,30,calls\false\false (24).mp3,augs-- gen white_noise mn2y mx2y reverse,dataset\train\false\false (24) id-275.mp3,7,false
149,false (24),0,276,train,46,14,segment,12,6,36,42,calls\false\false (24).mp3,augs-- ,dataset\train\false\false (24) id-276.mp3,6,false
150,false (24),0,278,train,46,14,segment,12,6,36,42,calls\false\false (24).mp3,augs-- gen white_noise noised_echo pink_noise,dataset\train\false\false (24) id-278.mp3,6,false
151,false (24),0,280,train,46,14,segment,12,6,36,42,calls\false\false (24).mp3,augs-- gen white_noise mny mxy noised_echo,dataset\train\false\false (24) id-280.mp3,6,false
152,false (24),0,282,train,46,14,segment,12,6,36,42,calls\false\false (24).mp3,augs-- gen white_noise mn2y mxy pink_noise,dataset\train\false\false (24) id-282.mp3,6,false
153,false (24),0,284,train,46,14,segment,12,6,36,42,calls\false\false (24).mp3,augs-- gen relu reverse,dataset\train\false\false (24) id-284.mp3,6,false
154,false (24),0,286,train,46,14,segment,12,6,36,42,calls\false\false (24).mp3,augs-- gen mny mxy,dataset\train\false\false (24) id-286.mp3,6,false
155,false (25),0,288,val,14,4,segment,0,6,0,6,calls\false\false (25).mp3,augs-- ,dataset\val\false\false (25) id-288.mp3,7,false
156,false (25),0,289,val,14,4,segment,0,6,0,6,calls\false\false (25).mp3,augs-- gen relu echo pink_noise,dataset\val\false\false (25) id-289.mp3,7,false
157,false (25),0,291,val,14,4,segment,0,6,0,6,calls\false\false (25).mp3,augs-- gen white_noise noised_echo pink_noise,dataset\val\false\false (25) id-291.mp3,7,false
158,false (25),0,293,val,14,4,segment,0,6,0,6,calls\false\false (25).mp3,augs-- gen white_noise avg noised_echo,dataset\val\false\false (25) id-293.mp3,7,false
159,false (25),0,295,val,14,4,segment,0,6,0,6,calls\false\false (25).mp3,augs-- gen white_noise relu avg pink_noise,dataset\val\false\false (25) id-295.mp3,7,false
160,false (25),0,297,val,14,4,segment,0,6,0,6,calls\false\false (25).mp3,augs-- gen white_noise relu echo,dataset\val\false\false (25) id-297.mp3,7,false
161,false (25),0,299,val,14,4,segment,0,6,0,6,calls\false\false (25).mp3,augs-- gen mn2y avg pink_noise,dataset\val\false\false (25) id-299.mp3,7,false
162,false (26),0,300,train,10,2,segment,0,6,0,6,calls\false\false (26).mp3,augs-- ,dataset\train\false\false (26) id-300.mp3,7,false
163,false (26),0,301,train,10,2,segment,0,6,0,6,calls\false\false (26).mp3,augs-- gen white_noise relu avg noised_echo pink_noise,dataset\train\false\false (26) id-301.mp3,7,false
164,false (26),0,303,train,10,2,segment,0,6,0,6,calls\false\false (26).mp3,augs-- gen mny avg echo pink_noise,dataset\train\false\false (26) id-303.mp3,7,false
165,false (26),0,305,train,10,2,segment,0,6,0,6,calls\false\false (26).mp3,augs-- gen mn2y avg slow_down echo,dataset\train\false\false (26) id-305.mp3,7,false
166,false (26),0,307,train,10,2,segment,0,6,0,6,calls\false\false (26).mp3,augs-- gen white_noise mn2y,dataset\train\false\false (26) id-307.mp3,7,false
167,false (26),0,309,train,10,2,segment,0,6,0,6,calls\false\false (26).mp3,augs-- gen white_noise relu mxy pink_noise,dataset\train\false\false (26) id-309.mp3,7,false
168,false (26),0,311,train,10,2,segment,0,6,0,6,calls\false\false (26).mp3,augs-- gen mn2y reverse pink_noise,dataset\train\false\false (26) id-311.mp3,7,false
